prov,city,city_id,year,turnover_commercial,size_commercial,turnover_housing,size_housing,hp_commercial,hp_housing,CPI_ly,cpi2013,hp_housing_deflate,hp_housing_minus,hp_housing_deflate_minus,rhp,rhp_deflate,lhp,lhp_deflate,province1,province2,province3,province4,province5,province6,province7,province8,province9,province10,province11,province12,province13,province14,province15,province16,province17,province18,province19,province20,province21,province22,province23,province24,province25,province26,province27,province28,province29,province30,province31,detail_fact,renewal,detail_plan,renewal_plan,lnrenewal,city_id2,pop_city_hk,pop_city_cz,pop_prov_cz,pop_prov_hk,detail_shiji_prov,棚改量,renewal_prov,detail_plan_prov,renewal_plan_prov,pop_r_hk,pop_r_cz,r_hk_lag,r_cz_lag,instrument1,instrument2,linstru2,capital,lpop_hk,lpop_cz,largecity,nearport,agdp,gdp,gdp_deflate,agdp_deflate,lgdp_deflate,lagdp_deflate,agdp_deflate1,size,price,landp,city_id3,landp_lag,landp_deflate,lnlandp_deflate,lnlandp,interestr,interestr_deflate,pop_city2000,pop_prov2000,pop_r2000,instrument3,renewal_r,lnrenewal_lag,export_us,exchange,export_rmb,export_share,east,renewal_east,instru2_east,lnrenewal_plan,positive,renewal_pos,instru2_pos,d_lhp_deflate,renewal_group,city_obs_count
湖北省,襄阳市,250.0,2014.0,2509000.0,578.16,,474.67,4339.6294,4339.62939453125,102.0,102.0,4254.5386,3579.8262,3579.8262,0.21224584,0.18847631,8.375545,8.3557415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,3.5,棚户区改造3.5万套,3.5,1.2527629,234.0,595.45,559.5658315898646,5816.0,6162.3264,实施以棚户区改造为重点的保障性安居工程建设，开工46.89万套，基本建成26.49万套,,,新开工建设保障性住房、棚户区改造住房40万套,,0.09662747,0.096211456,0.09643975,0.096068166,,,,0,6.3893175,6.3271613,1,0.968908170711925,55923.0,3129.26,3067.9019,54826.47,8.028749,10.911928,5.482647,2759.6675999999993,1298362.2193000014,0.47047776,282.0,0.4351148,0.46125272,-0.7738092,-0.75400656,6.33,6.2058825,572.56,5960.0,0.096067116,,0.0062548495,,54600.0,6.1424,335375.03,1071739.1,0.0,0.0,,1.2527629,0.0,0.0,,,high,5
湖北省,襄阳市,250.0,2015.0,2508000.0,603.0,,513.0,4159.204,4159.2041015625,101.5,103.53,4017.3901,4339.6294,4254.5386,-0.0415762,-0.055740107,8.333079,8.298388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,,,,,234.0,591.58,560.7055819890913,5851.5,6138.9106,,,,,,0.09636563,0.095822535,0.09662747,0.096211456,,,,0,6.382797,6.329196,1,0.968908170711925,60319.0,3382.12,3266.802,58262.34,8.091567,10.972712,5.826234,1867.8540530000012,827828.7083000003,0.44319776,282.0,0.47047776,0.4280863,-0.84843045,-0.8137392,5.31,5.128948,572.56,5960.0,0.096067116,,,1.2527629,215800.0,6.2272,1343829.8,3973335.5,0.0,,,,0.0,,,-0.057353973,high,5
湖北省,襄阳市,250.0,2016.0,,625.22,,554.23,,,102.2,105.80766,,4159.204,4017.3901,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,使用国开行、农发行政策性“棚改”贷款111.2亿元，改造棚户区房屋45299套，其中市区改造18869套，基本实现了货币化安置,4.5299,全市新开工改造45227套，建成13092套；,4.5227,1.5106999,234.0,594.25,562.6456299590333,5885.0,6156.7634,实施棚户区改造39.6万套,,39.6,推进以棚户区改造为重点的保障性安居工程建设，加大公租房、棚户区改造货币化安置力度，开工建设、货币化安置公租房和棚户区改造住房41万套(户),41.0,0.09651987,0.09560674,0.09636563,0.095822535,3.950991,3.928724,1.3683147,0,6.3873,6.33265,1,0.968908170711925,65663.0,3694.5,3491.7131,62058.832,8.158148,11.035838,6.205883,1254.7000779999985,447058.99130000005,0.35630748,282.0,0.44319776,0.33675018,-1.088414,-1.0319612,4.75,4.489278,572.56,5960.0,0.096067116,3.9387517,0.008051071,,27000.0,6.6401,179282.7,485269.2,0.0,0.0,0.0,1.5091091,0.0,0.0,0.0,,high,5
湖北省,襄阳市,250.0,2017.0,3521000.0,658.58,,578.12,5346.351,5346.35107421875,101.5,107.39477489999999,4978.2227,,,,,8.584169,8.512828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,改造棚户区８７８８套,0.8788,改造棚户区47021套，其中市区26214套,4.7021,-0.12919794,234.0,591.9657,565.4,5902.0,6141.7968,,,41.0,新开工棚户区改造41万套,41.0,0.09638315,0.09579804,0.09651987,0.09560674,3.9573147,3.919876,1.36606,0,6.3834486,6.3375335,1,0.968908170711925,,4064.9,3785.0073,,8.238803,,,2367.0229900000004,988866.4608000008,0.417768,282.0,0.35630748,0.38900217,-0.94417036,-0.872829,4.75,4.422934,572.56,5960.0,0.096067116,3.9387517,0.0015542979,1.5106999,190048.0,6.7547,1283717.2,3158053.8,0.0,0.0,0.0,1.5480093,0.0,0.0,0.0,,high,5
湖北省,襄阳市,250.0,2018.0,3790000.0,693.0,,,5468.9756,6728.22,101.9,109.43527562309998,6148.1274,5346.351,4978.2227,0.25846955,0.23500451,8.814066,8.723903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,中心城区改造棚户区2万套,3.4406,全市改造棚户区３４４０６套，中心城区改造２００００套、开工建设棚改安置房１００００套,3.4406,1.2356459,234.0,592.3546,565.3960590874505,5917.0,,完成棚户区住房改造24万套,,24.0,,24.0,,0.095554516,0.09638315,0.09579804,2.3131955,2.2991529,0.83254075,0,6.384105,6.3375263,1,0.968908170711925,76226.0,4309.788,3938.2073,69653.96,8.278481,11.151295,6.965396,,,,,,,,,4.75,4.340465,572.56,5960.0,0.096067116,2.3056107,0.006085292,-0.12919794,241000.0,6.6118,1593443.8,3697267.2,0.0,0.0,0.0,1.2356459,0.0,0.0,0.0,0.21107483,high,5
青海省,西宁市,252.0,2014.0,1758851.0,305.71,1270747.0,264.38,5753.3315,4806.517134427718,102.8,102.8,4675.6,4380.346,4380.346,0.09729161,0.06740424,8.477728,8.450112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,3.9971,完成棚户区改造39971套,3.9971,1.3855691,235.0,202.6,227.91582909199775,583.42,580.1645,新建城镇保障房和各类棚户区改造11.05万套,,,,,0.3492113,0.3906548,0.3960935,0.39071107,,,,1,5.3112335,5.4289765,1,1.73704547954253,46762.0,1065.78,1036.751,45488.33,6.943847,10.725211,4.548833,1171.0794190000006,660527.7736000001,0.56403327,284.0,0.45673344,0.5486705,-0.6002573,-0.572642,6.33,6.1575875,197.92,517.0,0.38282397,,0.017537614,,108400.0,6.1424,665836.2,6247407.5,0.0,0.0,,1.3855691,0.0,0.0,,,high,5
青海省,西宁市,252.0,2015.0,1795803.0,311.86,1199593.0,260.65,5758.363,4602.313447151353,102.6,105.47279999999999,4363.5073,4806.517,4675.6,-0.04248474,-0.066749245,8.434315,8.381031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,235.0,201.17,230.10695839603073,588.43,573.9387,,,6.5,实施各类棚户区改造6.5万套,6.5,0.35050783,0.3910524,0.3492113,0.3906548,2.2698734,2.539256,0.9318712,1,5.30415,5.4385443,1,1.73704547954253,49178.0,1131.62,1072.9022,46626.24,6.9781227,10.749919,4.662624,916.6309949999995,255595.23440000007,0.278842,284.0,0.56403327,0.26437336,-1.330393,-1.27711,5.31,5.0344734,197.92,517.0,0.38282397,2.4883559,,1.3855691,158888.0,6.2272,989427.4,8743460.0,0.0,,0.0,,0.0,,0.0,-0.06908131,high,5
青海省,西宁市,252.0,2016.0,2083831.0,352.6,1462452.0,292.1,5909.901,5006.682642930503,101.8,107.37131039999998,4662.9614,4602.3135,4363.5073,0.08786215,0.068626925,8.518529,8.447406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,235.0,203.0,232.0014312267658,593.0,579.6648,实施城镇棚户区住房改造8.06万套,,8.06,,8.06,0.35020238,0.39123344,0.35050783,0.3910524,2.825093,3.1518824,1.1479999,1,5.313206,5.4467435,1,1.73704547954253,53800.0,1248.1677,1162.4779,50106.496,7.058309,10.821906,5.0106497,550.8152309999998,198690.87059999994,0.36072147,284.0,0.278842,0.33595702,-1.090772,-1.0196491,4.75,4.4239006,197.92,517.0,0.38282397,3.0855613,,,114772.4,6.6401,762100.2,6105751.5,0.0,,0.0,,0.0,,0.0,0.06637478,high,5
青海省,西宁市,252.0,2017.0,2578509.0,388.22,1797097.0,305.11,6641.876,5889.997050244174,101.5,108.981880056,5404.5654,5006.6826,4662.9614,0.17642708,0.15904142,8.681011,8.594999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,改造棚户区1.87万套、农村危旧房6500户,1.87,,,0.6259384,235.0,,234.47228102189783,598.38,584.6878,,,5.6,实施5.6万户棚户区改造,5.6,,0.3918451,0.35020238,0.39123344,1.9611334,2.1909072,0.7843157,1,,5.4573374,1,1.73704547954253,54800.0,1284.9081,1179.0107,50283.59,7.072431,10.825434,5.028359,717.3371160000002,614459.7948999999,0.8565844,284.0,0.36072147,0.7859879,-0.24081387,-0.1548024,4.75,4.358523,197.92,517.0,0.38282397,2.1438143,0.007975357,,28213.0,6.7547,190570.34,1483143.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.1475935,high,5
青海省,西宁市,252.0,2018.0,2429686.0,332.22,1845087.0,274.02,7313.485,6733.402671337859,102.5,111.70642705739999,6027.7666,5889.997,5404.5654,0.14319287,0.11531013,8.814836,8.704132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,改造棚户区12712套，分配公租房2300套，综合改造老旧楼院7653套,1.2712,实施棚户区改造12700套,1.27,0.23996134,235.0,,236.30369771671045,603.23,586.77,开工城镇棚户区改造3.05万套,,3.05,年内改造城镇棚户区3.05万户,3.05,,0.39173067,,0.3918451,,1.1951276,0.17825297,1,,5.465118,1,1.73704547954253,54439.0,1286.4137,1151.6022,48733.992,7.0489097,10.794132,4.8733993,646.2724349999999,874096.1122,1.3525195,284.0,0.8565844,1.2107804,0.19126509,0.30196917,4.75,4.2522173,197.92,517.0,0.38282397,1.1676131,0.005379518,0.6259384,30684.0,6.6118,202876.47,1577070.1,0.0,0.0,0.0,0.2390169,0.0,0.0,0.0,0.10913277,high,5
陕西省,西安市,253.0,2014.0,11007099.0,1707.709,9287428.0,1525.9483,6445.5356,6086.3320205540385,101.6,101.6,5990.4844,6411.775,6411.775,-0.050757065,-0.065705754,8.7138,8.697927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,完成了27个城棚改项目征收任务，回迁安置群众3.9万人,,,,,236.0,815.2948,860.996331943443,3775.12,3940.5902,新开工保障性安居工程43.4万套，基本建成保障性住房31.59万套，其中棚改8.44万套,,21.15,实施棚户区改造21.15万户,21.15,0.20689662,0.22807124,0.20376627,0.22771351,4.3096566,4.8161407,1.571973,1,6.70355,6.75809,1,1.0596032044594001,63794.0,5492.64,5406.1416,62789.37,8.595291,11.047541,6.2789373,3263.5810370000045,3143336.268700001,0.96315557,285.0,0.5814195,0.94798774,-0.053413715,-0.037540335,6.33,6.2303147,688.01,3644.0,0.18880625,3.9932523,,,1196100.0,6.1424,7346924.5,13375944.0,0.0,,0.0,,0.0,,0.0,,high,5
陕西省,西安市,253.0,2015.0,11467912.0,1763.6762,9853452.0,1584.0754,6502.2773,6220.317542965442,101.0,102.61599999999999,6061.742,6086.332,5990.4844,0.022014163,0.011895167,8.735577,8.709752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,完成86个城中村、33个棚户区征收搬迁，回迁群众26万人,,年内完成10个老旧小区更新改造和20个棚户区改造项目征收任务，回迁安置群众1.9万人,,,236.0,815.6561,866.652723415698,3793.0,3941.1181,,,26.77,出台棚户区改造规划，年内改造26.77万套,26.77,0.20696059,0.2284874,0.20689662,0.22807124,5.5386224,6.1054673,1.8091847,1,6.703993,6.7646384,1,1.0596032044594001,66938.0,5801.2,5653.3096,65231.543,8.639997,11.085698,6.5231543,2223.1658930000012,1956442.7097999996,0.8800255,285.0,0.96315557,0.8575909,-0.15362808,-0.12780438,5.31,5.1746316,688.01,3644.0,0.18880625,5.054343,,,1316578.8797533403,6.2272,8198600.0,14132593.0,0.0,,0.0,,0.0,,0.0,0.011824608,high,5
陕西省,西安市,253.0,2016.0,13470804.0,2047.6744,11944103.0,1877.7848,6578.587,6360.74112432905,101.3,103.95000799999998,6119.0386,6220.3174,6061.742,0.022575011,0.009452132,8.7579,8.71916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,,落实我市“棚改新8条”，不断扩大货币化安置比例，启动一批棚户区改造项目，完成3.05万群众回迁安置,,,236.0,824.9323,876.8838376052805,3813.0,3959.0708,实施棚户区改造30.3万套,,30.3,实施棚户区改造28万户，，确保项目竣工前六个月编制完成配租配售方案、验收后三个月分配入住。,28.0,0.20836513,0.22997215,0.20696059,0.2284874,5.7948966,6.3976474,1.8559303,1,6.7153015,6.7763743,1,1.0596032044594001,71357.0,6257.18,6019.4126,68645.5,8.7027445,11.136711,6.86455,1977.0443819999982,1832279.3952,0.92677706,285.0,0.8800255,0.8915604,-0.11478212,-0.076042235,4.75,4.5695043,688.01,3644.0,0.18880625,5.286575,,,1425806.8402584298,6.6401,9467500.0,15130618.0,0.0,,0.0,,0.0,,0.0,0.009407997,high,5
陕西省,西安市,253.0,2017.0,21233384.0,2509.7758,17434264.0,2147.6743,8460.271,8117.7411304870575,101.6,105.61320812799997,7686.2935,6360.741,6119.0386,0.27622566,0.25612763,9.001807,8.947194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,改造城中村（棚户区）19个，回迁安置群众2.63万人，改造老旧小区269万平方米，18万群众居住条件明显改善,,加快实施17个棚户区改造项目，年内回迁安置群众2.19万人,,,236.0,845.09,953.44344318791,3835.44,3976.05,棚户区改造开工22.79万套,,22.79,,22.79,0.21254511,0.24858776,0.20836513,0.22997215,4.7486415,5.2410655,1.6565248,1,6.7394433,6.8600802,1,1.0596032044594001,78346.0,7469.848,7072.835,74182.01,8.864017,11.214277,7.418201,1327.0785530000003,2033414.5547,1.5322487,285.0,0.92677706,1.4508116,0.37212315,0.4267364,4.75,4.4975433,688.01,3644.0,0.18880625,4.3028946,,,2299213.0,6.7547,15530494.0,20790910.0,0.0,,0.0,,0.0,,0.0,0.22803402,high,5
陕西省,西安市,253.0,2018.0,27531301.0,2621.72,22141762.0,2141.12,10501.236,10341.205537288895,102.1,107.83108549868795,9590.189,8117.741,7686.2935,0.27390185,0.24770014,9.243892,9.168496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,完成12个城中村、5个棚户区改造项目回迁安置,,,,,236.0,922.8242,981.0207486429965,3864.4,,,,20.2,推进新一轮棚户区改造工作，全年开工20.2万套,20.2,,0.25386107,0.21254511,0.24858776,4.2934113,5.021473,1.6137233,1,6.827439,6.8885937,1,1.0596032044594001,85114.0,8349.86,7743.463,78932.71,8.954604,11.276351,7.893271,5417.448721000003,5043372.9545,0.9309498,285.0,1.5322487,0.86334085,-0.1469457,-0.071549915,4.75,4.405038,688.01,3644.0,0.18880625,3.8138862,,,2960600.744124142,6.6118,19574900.0,23443388.0,0.0,,0.0,,0.0,,0.0,0.22130203,high,5
河南省,许昌市,254.0,2014.0,1243218.0,301.7,1089924.0,276.9,4120.7095,3936.164680390033,101.9,101.9,3862.772,3565.5737,3565.5737,0.10393585,0.08335215,8.277962,8.25914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,237.0,487.14,430.60999999816556,9436.0,11101.6485,,,,,,0.04387997,0.045634802,0.043720953,0.045026157,,,,0,6.1885514,6.0652027,0,0.6741257095765231,48471.498572,2087.2312,2048.3132,47567.71,7.624772,10.76991,4.756771,750.1186499999995,631971.0742999999,0.8424948,286.0,0.50470686,0.82678586,-0.19020955,-0.1713878,6.33,6.2119727,439.59,9488.0,0.046331156,,,,191000.0,6.1424,1173198.4,5620836.0,0.0,,,,0.0,,,,high,5
河南省,许昌市,254.0,2015.0,1591093.0,400.68,1447799.0,381.95,3970.982,3790.545882968975,101.3,103.22470000000001,3672.1306,3936.1648,3862.772,-0.036995124,-0.04935351,8.240265,8.208528,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,237.0,489.606284,432.8249999977817,9480.0,11216.9858,,,49.0,以棚户区改造为重点加强保障性安居工程建设，开工49万套、基本建成30万套,49.0,0.04364865,0.045656644,0.04387997,0.045634802,2.1501186,2.2361052,0.8047356,0,6.1936016,6.0703335,0,0.6741257095765231,50162.449027,2171.1562,2103.33,48595.395,7.651277,10.791284,4.8595395,850.9003410000003,422391.10809999995,0.49640492,286.0,0.8424948,0.48089743,-0.73210126,-0.70036334,5.31,5.144118,439.59,9488.0,0.046331156,2.2702267,,,170500.0,6.2272,1061737.6,4890194.5,0.0,,0.0,,0.0,,0.0,-0.05061245,high,5
河南省,许昌市,254.0,2016.0,2194904.0,528.33,1962546.0,495.6,4154.4185,3959.9394673123484,101.9,105.18596930000001,3764.7031,3790.546,3672.1306,0.044688437,0.02520948,8.283984,8.233424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,237.0,492.656209,436.1000000001779,9532.0,11370.4169,棚户区改造开工36.9万套、基本建成28.8万套,,36.9,棚户区改造开工36万套,36.0,0.043327894,0.045751154,0.04364865,0.045656644,1.5713514,1.6436392,0.4969128,0,6.1998115,6.077872,0,0.6741257095765231,54522.203623,2377.7133,2260.4854,51834.1,7.723335,10.8558035,5.18341,695.5272079999995,489806.4057,0.7042232,286.0,0.49640492,0.669503,-0.40121967,-0.3506599,4.75,4.5158114,439.59,9488.0,0.046331156,1.6679217,,,171800.0,6.6401,1140769.1,4797757.5,0.0,,0.0,,0.0,,0.0,0.024896622,high,5
河南省,许昌市,254.0,2017.0,2642806.0,555.32,2365537.0,512.36,4759.069,4616.943164962136,101.4,106.65857287020002,4328.713,3959.9395,3764.7031,0.16591257,0.1498152,8.437489,8.373026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,加快棚户区改造，新开工5.08万套，基本建成3.88万套，超额完成省定任务。,5.08,实施棚户区改造三年攻坚计划，今年启动改造项目44个，新开工3.16万套，完成年度投资90亿元，真正让群众成为棚户区改造的受益者而不是受害者。,3.16,1.6253113,237.0,495.63,439.4700000015119,9559.13,11376.6062,,,42.0,做好棚户区改造工作，今年新开工42万套、基本建成30万套，货币化安置率达到50%以上,42.0,0.043565717,0.04597385,0.043327894,0.045751154,1.8197715,1.9215485,0.65313137,0,6.2058296,6.0855694,0,0.6741257095765231,59911.354586,2632.9243,2468.554,56171.156,7.811388,10.936159,5.6171155,1689.4261649999994,1038961.3409,0.61497885,286.0,0.7042232,0.5765864,-0.55063003,-0.4861674,4.75,4.453463,439.59,9488.0,0.046331156,1.9459085,0.011559378,,158666.0,6.7547,1071741.2,4070535.8,0.0,0.0,0.0,1.1505721,0.0,0.0,0.0,0.13960171,high,5
河南省,许昌市,254.0,2018.0,1985338.0,376.118,1773041.91,339.13,5278.4976,5228.207206675906,102.3,109.11172004621461,4791.6094,4616.9434,4328.713,0.13239579,0.10693628,8.561824,8.474622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,棚户区改造新开工2.21万套，基本建成2.66万套，超额完成省定目标,2.21,,,0.79299253,237.0,498.24,442.3703276306147,9605.0,10906.0,棚改安置房开工66.33万套、基本建成38.42万套,,66.33,持续推进棚户区改造，力争新开工50万套,50.0,0.045684945,0.046056256,0.043565717,0.04597385,2.1782858,2.2986925,0.8323405,0,6.211082,6.0921474,0,0.6741257095765231,63987.61,2830.622,2594.242,58644.12,7.8610497,10.979242,5.8644123,1967.8728539999997,2438158.483,1.2389817,286.0,0.61497885,1.1355166,0.12708774,0.21428986,4.75,4.3533363,439.59,9488.0,0.046331156,2.316558,0.004995814,1.6253113,207764.90516954538,6.6118,1373700.0,4852997.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.10159588,high,5
广西壮族自治区,贵港市,255.0,2014.0,706960.0,173.375,639370.0,163.54,4077.6353,3909.5634095634096,102.1,102.1,3829.1511,3610.3792,3610.3792,0.08286782,0.06059529,8.271181,8.250399,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,238.0,543.1734,423.80500000979345,4754.0,5475.492,棚户区改造获得贷款授信1242亿元、放款230亿元，均排全国前列，完成投资106.74亿元。保障性住房新开工20.16万套、基本建成11.92万套，其中完成棚户区改造10.62万套,,10.62,,10.62,0.09920084,0.08914703,0.09925588,0.08907695,1.0540974,0.94599724,-0.05551563,0,6.2974286,6.0492735,0,0.515182291251429,19003.907457,805.3951,788.82965,18613.033,6.6705503,9.831617,1.8613033,975.1141000000002,369540.6291,0.37897167,287.0,0.18409616,0.37117696,-0.99107635,-0.9702938,6.33,6.1998043,453.31,4750.0,0.09543368,1.0135057,,,18703.0,6.1424,114881.305,1426396.9,0.0,,0.0,,0.0,,0.0,,low,5
广西壮族自治区,贵港市,255.0,2015.0,839900.0,212.0,772100.0,200.91,3961.7925,3843.0142850032353,101.5,103.6315,3708.3457,3909.5635,3829.1511,-0.017022153,-0.031548876,8.254012,8.218341,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新建保障性住房和棚户区改造16364套，基本建成7849套;完成农村危房改造13800户,0.9119,棚户区改造住房9119套,0.9119,-0.09222494,238.0,548.9395,427.4703557312253,4796.0,5518.2323,,,14.33,自治区本级将安排保障性安居工程配套资金25.5亿元，推进棚户区改造14.33万套、农村危房改造13.5万户。,14.33,0.09947742,0.0891306,0.09920084,0.08914703,1.421548,1.2774769,0.24488696,0,6.307988,6.057885,0,0.515182291251429,20240.0,865.2,834.8813,19530.74,6.7272897,9.879745,1.953074,828.6873469999997,137248.26249999998,0.16562128,287.0,0.37897167,0.1598175,-1.8337227,-1.7980516,5.31,5.1239247,453.31,4750.0,0.09543368,1.3675647,0.0021332474,,13281.0,6.2272,82703.445,955888.2,0.0,0.0,0.0,-0.09222494,0.0,0.0,0.0,-0.032057762,low,5
广西壮族自治区,贵港市,255.0,2016.0,1114900.0,266.93,1017000.0,253.02,4176.7505,4019.4451031539006,101.6,105.289604,3817.5137,3843.0144,3708.3457,0.045909457,0.029438455,8.298899,8.2473545,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.304,年内开工建设公共租赁住房4902套、棚户区改造房3040套,0.304,-1.1907276,238.0,554.8945,431.28940800719744,4838.0,5579.1162,"推进棚户区改造货币化安置,商品房库存消化周期降至12.6个月",,16.0,开工建设保障性住房18.3万套(户)，其中棚户区改造16万套,16.0,0.09945921,0.08914622,0.09947742,0.0891306,1.5916387,1.4260896,0.35493618,0,6.318778,6.066779,0,0.515182291251429,22230.0,958.756354,910.5898,21113.195,6.8140926,9.957653,2.1113195,679.8634589999997,172200.08800000005,0.25328627,287.0,0.16562128,0.24056152,-1.4247794,-1.3732349,4.75,4.5113664,453.31,4750.0,0.09543368,1.5269389,0.0007048631,-0.09222494,15816.0,6.6401,105019.82,1095375.5,0.0,0.0,0.0,-1.1907276,0.0,0.0,0.0,0.029013634,low,5
广西壮族自治区,贵港市,255.0,2017.0,1736300.0,310.22,1606200.0,291.22,5596.9956,5515.41789712245,101.6,106.97423766399999,5155.8374,4019.445,3817.5137,0.37218392,0.3505747,8.615303,8.547885,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,238.0,555.71,435.36227219696667,4885.0,5599.6479,,,,,,0.09924017,0.089122266,0.09945921,0.08914622,,,,0,6.3202467,6.0761786,0,0.515182291251429,24857.0,1082.18,1011.6268,23236.436,6.919315,10.053477,2.3236434,594.3711899999998,266790.4088000001,0.4488616,287.0,0.25328627,0.41959783,-0.86845857,-0.8010407,4.75,4.4403214,453.31,4750.0,0.09543368,,,-1.1907276,16288.0,6.7547,110020.555,1016656.7,0.0,,,,0.0,,,0.30053043,low,5
广西壮族自治区,贵港市,255.0,2018.0,1900100.0,325.31,1780200.0,308.79,5840.89,5765.083066161468,102.3,109.43464513027199,5268.06,5515.418,5155.8374,0.04526676,0.021766135,8.6595745,8.569417,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,新开工棚户区改造住房10874套,1.0874,工建设棚户区改造住房8000套以上,0.8,0.08378953,238.0,561.29,439.22483686878167,4926.0,5659.0,棚户区改造9.1万套,,9.1,,9.1,0.09918537,0.08916461,0.09924017,0.089122266,0.90308553,0.8110126,-0.20947166,0,6.330238,6.0850115,0,0.515182291251429,26635.0,1169.875353,1069.0173,24338.727,6.974495,10.099824,2.4338727,2063.550297,705207.8224000004,0.3417449,287.0,0.4488616,0.31228217,-1.163848,-1.0736908,4.75,4.3404903,453.31,4750.0,0.09543368,0.8684465,0.0024757253,,20024.804138056203,6.6118,132400.0,1131744.5,0.0,0.0,0.0,-0.22314355,0.0,0.0,0.0,0.021532059,low,5
贵州省,贵阳市,256.0,2014.0,5308700.0,948.11,3912615.0,800.3227,5599.2446,4888.796731618383,102.4,102.4,4774.2153,4487.7437,4487.7437,0.08936631,0.063834235,8.494701,8.470984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,完成棚户区改造项目43个、惠及5.6万人,,,,,239.0,382.91,453.8922917537578,3508.04,4325.4925,,,,,,0.08852402,0.12938629,0.08844533,0.12811325,,,,1,5.9478,6.11786,1,0.966354907736782,55019.0,2497.27,2438.7402,53729.492,7.799237,10.891717,5.372949,2696.914980999999,1520648.2632000002,0.5638473,288.0,0.50564736,0.5506321,-0.59668833,-0.5729718,6.33,6.1816406,331.57,3756.0,0.08827742,,,,727200.0,6.1424,4466753.5,17886546.0,0.0,,,,0.0,,,,high,5
